,Movie_Title,Release_Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
201,Guardians of the Galaxy Vol. 2,2017,"['Science Fiction', 'Adventure', 'Action']",7.611,22397,200000000,863756051,283995
202,Thor: Ragnarok,2017,"['Action', 'Adventure', 'Science Fiction']",7.583,21509,180000000,855301806,284053
203,Wonder Woman,2017,"['Action', 'Adventure', 'Fantasy']",7.214,20523,149000000,823970682,297762
204,Coco,2017,"['Family', 'Animation', 'Music', 'Adventure']",8.2,20410,175000000,814641172,354912
205,Logan,2017,"['Action', 'Drama', 'Science Fiction']",7.82,19944,97000000,619021436,263115
206,It,2017,"['Horror', 'Thriller']",7.238,19789,35000000,704242888,346364
207,Get Out,2017,"['Mystery', 'Thriller', 'Horror']",7.6,18282,4500000,255407969,419430
208,Split,2017,"['Horror', 'Thriller']",7.343,17946,9000000,278454358,381288
209,Dunkirk,2017,"['War', 'Action', 'Drama']",7.449,17103,150000000,527000000,374720
210,Baby Driver,2017,"['Action', 'Crime']",7.4,16364,34000000,226945087,339403
211,Star Wars: The Last Jedi,2017,"['Adventure', 'Action', 'Science Fiction']",6.765,15897,300000000,1332698830,181808
212,Beauty and the Beast,2017,"['Family', 'Fantasy', 'Romance']",6.969,15816,160000000,1266115964,321612
213,Blade Runner 2049,2017,"['Science Fiction', 'Drama']",7.587,14524,150000000,259239658,335984
214,Jumanji: Welcome to the Jungle,2017,"['Adventure', 'Comedy', 'Fantasy', 'Action', 'Family']",6.819,14122,90000000,995339117,353486
215,John Wick: Chapter 2,2017,"['Action', 'Thriller', 'Crime']",7.339,13778,40000000,171539887,324552
216,Justice League,2017,"['Action', 'Adventure', 'Science Fiction']",6.074,13369,300000000,661326987,141052
217,The Shape of Water,2017,"['Drama', 'Fantasy', 'Romance']",7.24,12524,19500000,195300000,399055
218,Call Me by Your Name,2017,"['Romance', 'Drama']",8.103,12489,3500000,43143046,398818
219,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"['Adventure', 'Action', 'Fantasy']",6.652,12472,230000000,795922298,166426
220,Kong: Skull Island,2017,"['Action', 'Adventure', 'Fantasy']",6.548,10857,185000000,566652812,293167
221,Kingsman: The Golden Circle,2017,"['Action', 'Adventure', 'Comedy', 'Crime']",6.952,10824,104000000,410902662,343668
222,The Fate of the Furious,2017,"['Action', 'Crime', 'Thriller']",6.862,10595,250000000,1236000000,337339
223,"Three Billboards Outside Ebbing, Missouri",2017,"['Crime', 'Drama']",8.061,10551,15000000,162729321,359940
224,Murder on the Orient Express,2017,"['Mystery', 'Drama', 'Crime']",6.704,10282,55000000,352800000,392044
225,The Greatest Showman,2017,['Drama'],7.869,9784,84000000,459066134,316029
226,War for the Planet of the Apes,2017,"['Drama', 'Science Fiction', 'War']",7.2,9434,150000000,490719763,281338
227,xXx: Return of Xander Cage,2017,"['Action', 'Adventure', 'Crime']",6.1,9119,85000000,346118277,47971
228,Alien: Covenant,2017,"['Horror', 'Science Fiction', 'Thriller']",6.162,9110,97000000,240891763,126889
229,Lady Bird,2017,"['Drama', 'Comedy']",7.255,8818,10000000,79000000,391713
230,Ghost in the Shell,2017,"['Science Fiction', 'Drama', 'Action']",6.103,8343,110000000,169801921,315837
231,Baywatch,2017,"['Comedy', 'Action', 'Crime']",6.092,8321,69000000,177900000,339846
232,Wonder,2017,"['Family', 'Drama']",8.1,8097,20000000,315025930,406997
233,Fifty Shades Darker,2017,"['Drama', 'Romance']",6.476,7825,55000000,381545846,341174
234,Valerian and the City of a Thousand Planets,2017,"['Adventure', 'Science Fiction', 'Action']",6.631,7760,177200000,225973340,339964
235,Life,2017,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",6.446,7684,58000000,100541806,395992
236,Despicable Me 3,2017,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",6.466,7450,80000000,1034800131,324852
237,The Mummy,2017,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",5.5,7449,125000000,409231607,282035
238,The Boss Baby,2017,"['Animation', 'Comedy', 'Family']",6.457,7305,125000000,527965936,295693
239,mother!,2017,"['Drama', 'Horror']",6.967,6905,30000000,44516999,381283
240,Transformers: The Last Knight,2017,"['Action', 'Adventure', 'Science Fiction']",6.056,6516,217000000,605425157,335988
241,The Hitman's Bodyguard,2017,"['Action', 'Comedy', 'Crime', 'Thriller']",6.89,6457,30000000,176586701,390043
242,Atomic Blonde,2017,"['Action', 'Adventure', 'Thriller']",6.429,6446,30000000,100014025,341013
243,Happy Death Day,2017,"['Comedy', 'Horror', 'Mystery']",6.662,6403,4800000,125479266,440021
244,What Happened to Monday,2017,"['Science Fiction', 'Thriller', 'Mystery', 'Action']",7.155,6284,20000000,27975429,406990
245,Cars 3,2017,"['Animation', 'Adventure', 'Comedy', 'Family']",6.855,6188,175000000,383925276,260514
246,"I, Tonya",2017,"['Drama', 'Comedy']",7.475,6015,11000000,53900000,389015
247,King Arthur: Legend of the Sword,2017,"['Action', 'Drama', 'Fantasy']",6.549,5895,175000000,149175066,274857
248,Annabelle: Creation,2017,['Horror'],6.604,5852,15000000,306592201,396422
249,Bright,2017,"['Fantasy', 'Action', 'Thriller']",6.161,5836,90000000,0,400106
250,Gifted,2017,"['Drama', 'Comedy']",8.0,5789,7000000,40300000,400928
251,Wind River,2017,"['Crime', 'Mystery', 'Thriller', 'Drama']",7.434,5542,11000000,44998252,395834
252,The Dark Tower,2017,"['Fantasy', 'Action', 'Science Fiction']",5.781,5360,60000000,113231078,353491
253,Darkest Hour,2017,"['Drama', 'History']",7.352,5345,30000000,150847207,399404
254,The Lego Batman Movie,2017,"['Animation', 'Action', 'Comedy', 'Family']",7.233,5238,80000000,311950384,324849
255,Geostorm,2017,"['Action', 'Science Fiction', 'Thriller']",6.118,5003,120000000,221600160,274855
256,The Invisible Guest,2017,"['Drama', 'Mystery', 'Thriller']",8.084,4787,4000000,30000000,411088
257,American Made,2017,"['Action', 'Comedy', 'Crime', 'Drama']",6.9,4785,50000000,133511855,337170
258,The Post,2017,"['Drama', 'History']",7.0,4779,50000000,179769467,446354
259,Power Rangers,2017,"['Action', 'Adventure', 'Science Fiction']",6.256,4536,105000000,142300000,305470
260,The Circle,2017,"['Drama', 'Thriller', 'Science Fiction']",5.52,4507,18000000,40651864,339988
261,Okja,2017,"['Adventure', 'Drama', 'Science Fiction']",7.349,4428,50000000,0,387426
262,The Killing of a Sacred Deer,2017,"['Drama', 'Thriller', 'Mystery']",7.011,4271,3000000,10700000,399057
263,Death Note,2017,"['Crime', 'Fantasy', 'Horror']",4.264,4049,40000000,0,351460
264,A Cure for Wellness,2017,"['Horror', 'Mystery', 'Science Fiction']",6.341,4042,40000000,26620002,340837
265,Downsizing,2017,"['Drama', 'Science Fiction', 'Comedy']",5.387,3974,68000000,55003890,301337
266,Molly's Game,2017,"['Drama', 'Crime']",7.151,3883,30000000,59284015,396371
267,Jigsaw,2017,"['Horror', 'Mystery']",6.218,3841,10000000,104223315,298250
268,Gerald's Game,2017,"['Horror', 'Thriller']",6.4,3818,0,0,343674
269,The Babysitter,2017,"['Comedy', 'Horror']",6.173,3780,0,0,419479
270,"Everything, Everything",2017,"['Drama', 'Romance']",7.242,3723,10000000,61621140,417678
271,Logan Lucky,2017,"['Comedy', 'Crime', 'Action', 'Drama']",6.73,3696,29000000,48453605,399170
272,The Disaster Artist,2017,"['Comedy', 'Drama']",7.105,3638,10000000,29820616,371638
273,Phantom Thread,2017,"['Drama', 'Romance']",7.312,3635,35000000,47756590,400617
274,To the Bone,2017,['Drama'],7.206,3558,0,0,401104
275,Before I Fall,2017,"['Drama', 'Fantasy']",6.963,3483,5000000,16373843,397837
276,A Dog's Purpose,2017,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']",7.639,3449,22000000,205000000,381289
277,Pitch Perfect 3,2017,"['Comedy', 'Music']",6.5,3397,45000000,185400345,353616
278,The Ritual,2017,"['Horror', 'Mystery']",6.267,3261,1000000,1786396,433808
279,T2 Trainspotting,2017,"['Drama', 'Comedy', 'Crime']",6.945,3246,18000000,41681746,180863
280,The Emoji Movie,2017,"['Animation', 'Family', 'Comedy']",5.417,3224,50000000,216909830,378236
281,American Assassin,2017,"['Action', 'Adventure', 'Thriller']",6.411,3149,33000000,67200000,415842
282,The Lost City of Z,2017,"['Adventure', 'Drama', 'History']",6.394,3004,30000000,8574339,314095
283,Ferdinand,2017,"['Animation', 'Family', 'Adventure', 'Comedy']",7.224,2997,111000000,295038508,364689
284,Good Time,2017,"['Crime', 'Thriller', 'Drama']",7.213,2990,2000000,3283369,429200
285,The Florida Project,2017,['Drama'],7.428,2967,2000000,11303040,394117
286,You Were Never Really Here,2017,"['Crime', 'Drama', 'Thriller']",6.547,2932,17000000,9400000,398181
287,Going in Style,2017,"['Crime', 'Comedy']",6.691,2925,25000000,84618541,353070
288,1922,2017,"['Horror', 'Crime', 'Drama']",5.935,2836,5000000,2943477,452507
289,The Foreigner,2017,"['Action', 'Thriller', 'Crime']",6.966,2800,35000000,145374099,379149
290,47 Meters Down,2017,"['Horror', 'Thriller']",5.808,2788,5500000,62198461,403119
291,Daddy's Home 2,2017,['Comedy'],6.305,2645,69000000,180613180,419680
292,Paddington 2,2017,"['Adventure', 'Comedy', 'Family']",7.5,2622,40000000,290132513,346648
293,Rings,2017,['Horror'],5.01,2559,25000000,83080890,14564
294,It Comes at Night,2017,"['Drama', 'Horror', 'Mystery']",5.862,2541,5000000,19280931,418078
295,Loving Vincent,2017,"['Animation', 'Drama', 'Mystery', 'History']",8.0,2541,5500000,42187665,339877
296,The Big Sick,2017,"['Comedy', 'Drama', 'Romance']",7.332,2540,5000000,56303596,416477
297,The Space Between Us,2017,"['Romance', 'Adventure', 'Science Fiction', 'Drama']",7.057,2507,30000000,14793385,365942
298,The Mountain Between Us,2017,"['Drama', 'Adventure', 'Romance']",6.652,2471,35000000,62832209,290512
299,Hostiles,2017,"['Drama', 'Western', 'History', 'Adventure']",6.94,2423,55000000,36976336,384680
300,Avengers: Infinity War,2018,"['Adventure', 'Action', 'Science Fiction']",8.235,31127,300000000,2052415039,299536
301,Black Panther,2018,"['Action', 'Adventure', 'Science Fiction']",7.367,22937,200000000,1349926083,284054
302,Deadpool 2,2018,"['Action', 'Comedy', 'Adventure']",7.489,18715,110000000,785896632,383498
303,Bohemian Rhapsody,2018,"['Music', 'Drama']",7.964,17390,52000000,910813521,424694
304,Venom,2018,"['Science Fiction', 'Action']",6.827,16838,116000000,856085151,335983
305,Spider-Man: Into the Spider-Verse,2018,"['Animation', 'Action', 'Adventure', 'Science Fiction']",8.395,16588,90000000,393602435,324857
306,Ready Player One,2018,"['Adventure', 'Action', 'Science Fiction']",7.584,16359,175000000,607274134,333339
307,A Quiet Place,2018,"['Horror', 'Drama', 'Science Fiction']",7.396,14881,17000000,340955294,447332
308,Aquaman,2018,"['Action', 'Adventure', 'Fantasy']",6.872,14555,160000000,1152028393,297802
309,Ant-Man and the Wasp,2018,"['Action', 'Adventure', 'Science Fiction']",6.912,13824,140000000,622674139,363088
310,Incredibles 2,2018,"['Action', 'Adventure', 'Animation', 'Family']",7.457,13347,200000000,1243225667,260513
311,Jurassic World: Fallen Kingdom,2018,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",6.5,12386,170000000,1310469037,351286
312,Green Book,2018,"['Drama', 'Comedy', 'History']",8.225,12365,23000000,321752656,490132
313,A Star Is Born,2018,"['Music', 'Drama', 'Romance']",7.496,11994,36000000,436388866,332562
314,Fantastic Beasts: The Crimes of Grindelwald,2018,"['Fantasy', 'Adventure']",6.8,11227,200000000,654900000,338952
315,Bird Box,2018,"['Horror', 'Thriller', 'Drama']",6.827,10295,19800000,0,405774
316,Annihilation,2018,"['Science Fiction', 'Horror']",6.434,9071,40000000,43070915,300668
317,Solo: A Star Wars Story,2018,"['Science Fiction', 'Adventure', 'Action']",6.558,8995,250000000,392952373,348350
318,Mission: Impossible - Fallout,2018,"['Action', 'Adventure']",7.4,8806,178000000,791658205,353081
319,To All the Boys I've Loved Before,2018,"['Comedy', 'Romance']",7.596,8603,0,0,466282
320,Ocean's Eight,2018,"['Crime', 'Comedy', 'Action']",6.967,8574,70000000,297718711,402900
321,Fifty Shades Freed,2018,"['Drama', 'Romance']",6.682,8232,55000000,371985018,337167
322,Hereditary,2018,"['Horror', 'Mystery', 'Thriller']",7.29,8218,10000000,87796204,493922
323,Maze Runner: The Death Cure,2018,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",7.093,8157,62000000,288175335,336843
324,Tomb Raider,2018,"['Action', 'Adventure', 'Fantasy']",6.367,8137,94000000,274650803,338970
325,The Meg,2018,"['Action', 'Science Fiction', 'Horror']",6.25,7982,150000000,530517320,345940
326,Ralph Breaks the Internet,2018,"['Family', 'Animation', 'Comedy', 'Adventure']",7.169,7878,175000000,529323962,404368
327,BlacKkKlansman,2018,"['Crime', 'Comedy', 'Drama', 'History']",7.5,7863,15000000,93411426,487558
328,The Kissing Booth,2018,"['Romance', 'Comedy']",7.17,7353,0,0,454983
329,Rampage,2018,"['Action', 'Adventure', 'Science Fiction']",6.456,7309,120000000,428028233,427641
330,The Nun,2018,['Horror'],5.907,7012,22000000,366082797,439079
331,Bumblebee,2018,"['Action', 'Adventure', 'Science Fiction']",6.717,6429,135000000,467989645,424783
332,Red Sparrow,2018,"['Thriller', 'Mystery']",6.532,6198,69000000,151572634,401981
333,"Love, Simon",2018,"['Comedy', 'Drama', 'Romance']",7.983,6163,17000000,66316289,449176
334,Game Night,2018,"['Mystery', 'Comedy', 'Crime']",6.846,6065,37000000,117501013,445571
335,The Favourite,2018,"['History', 'Comedy', 'Drama']",7.503,5722,15000000,95918706,375262
336,The Equalizer 2,2018,"['Action', 'Thriller', 'Crime']",6.778,5704,62000000,190400157,345887
337,Creed II,2018,"['Drama', 'Action']",7.033,5628,50000000,214200000,480530
338,First Man,2018,"['History', 'Drama']",7.042,5475,70000000,105713218,369972
339,The Mule,2018,"['Crime', 'Drama']",6.865,5199,50000000,174800000,504172
340,Skyscraper,2018,"['Action', 'Thriller', 'Adventure']",6.318,5196,125000000,304870828,447200
341,Isle of Dogs,2018,"['Adventure', 'Comedy', 'Animation']",7.844,5185,62770198,64337744,399174
342,Pacific Rim: Uprising,2018,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",6.1,5169,150000000,290061297,268896
343,The Predator,2018,"['Science Fiction', 'Action', 'Thriller']",5.629,4936,88000000,160542134,346910
344,Halloween,2018,"['Horror', 'Thriller']",6.566,4931,10000000,259939869,424139
345,Mortal Engines,2018,"['Adventure', 'Science Fiction']",6.208,4917,100000000,83869818,428078
346,Upgrade,2018,"['Action', 'Thriller', 'Science Fiction']",7.5,4741,3000000,16976561,500664
347,Hotel Transylvania 3: Summer Vacation,2018,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.853,4601,80000000,528600000,400155
348,The Commuter,2018,"['Action', 'Thriller', 'Mystery']",6.364,4509,30000000,119942387,399035
349,A Simple Favor,2018,"['Thriller', 'Comedy', 'Mystery']",6.638,4457,20000000,97644617,484247
350,The Grinch,2018,"['Family', 'Comedy', 'Animation']",6.868,4268,75000000,508600000,360920
351,The Ballad of Buster Scruggs,2018,"['Western', 'Comedy', 'Drama', 'Music', 'Mystery', 'Romance']",7.1,4258,0,0,537996
352,Truth or Dare,2018,"['Thriller', 'Horror']",5.94,4145,3500000,95330493,460019
353,The First Purge,2018,"['Action', 'Horror', 'Thriller']",6.001,4120,13000000,137056262,442249
354,Searching,2018,"['Drama', 'Mystery', 'Thriller']",7.57,4067,1000000,75462037,489999
355,Black Mirror: Bandersnatch,2018,"['Science Fiction', 'Mystery', 'Drama']",6.762,4052,0,0,569547
356,Roma,2018,['Drama'],7.624,4022,15000000,1140769,426426
357,Sicario: Day of the Soldado,2018,"['Action', 'Crime', 'Thriller']",6.938,3851,35000000,75836683,400535
358,Crazy Rich Asians,2018,"['Comedy', 'Romance']",7.063,3839,30000000,238539198,455207
359,Bad Times at the El Royale,2018,"['Thriller', 'Mystery', 'Crime', 'Drama']",6.846,3738,32000000,31882724,446021
360,Midnight Sun,2018,"['Romance', 'Drama']",7.812,3508,2800000,27365467,419478
361,Mamma Mia! Here We Go Again,2018,"['Comedy', 'Romance']",7.088,3494,75000000,395607854,458423
362,Vice,2018,"['Drama', 'Comedy']",7.014,3482,60000000,76100000,429197
363,Sierra Burgess Is a Loser,2018,"['Comedy', 'Drama', 'Romance']",6.293,3441,0,0,462919
364,The Cloverfield Paradox,2018,"['Horror', 'Thriller', 'Science Fiction']",5.628,3432,45000000,0,384521
365,Mary Poppins Returns,2018,"['Fantasy', 'Family', 'Comedy']",6.508,3398,130000000,348807090,400650
366,Tag,2018,"['Comedy', 'Action']",6.713,3305,28000000,75100000,455980
367,Den of Thieves,2018,"['Crime', 'Thriller', 'Action']",6.9,3242,30000000,80509622,449443
368,Instant Family,2018,"['Comedy', 'Drama']",7.507,3125,48000000,121000000,491418
369,12 Strong,2018,"['War', 'Drama', 'Action', 'History']",6.346,3095,35000000,67450815,429351
370,Robin Hood,2018,"['Adventure', 'Action', 'Thriller', 'Fantasy']",5.912,3066,100000000,86493046,375588
371,Insidious: The Last Key,2018,"['Horror', 'Thriller']",6.254,3043,10000000,172811971,406563
372,Dragon Ball Super: Broly,2018,"['Action', 'Science Fiction', 'Animation']",7.903,3034,1000000,125002821,503314
373,Overlord,2018,"['Horror', 'War', 'Science Fiction']",6.73,2997,38000000,41657844,438799
374,The House That Jack Built,2018,"['Drama', 'Horror', 'Crime', 'Thriller']",7.126,2935,9800000,5566776,398173
375,The Darkest Minds,2018,"['Action', 'Adventure', 'Drama']",7.029,2888,34000000,41142379,445651
376,Christopher Robin,2018,"['Adventure', 'Comedy', 'Family', 'Fantasy']",7.305,2839,75000000,197744377,420814
377,Terrifier,2018,"['Horror', 'Thriller']",6.3,2821,35000,421798,420634
378,Set It Up,2018,"['Romance', 'Comedy']",6.92,2741,0,0,384677
379,Beautiful Boy,2018,['Drama'],7.551,2743,25000000,7700000,451915
380,Suspiria,2018,"['Horror', 'Mystery', 'Drama']",6.899,2680,20000000,7953089,361292
381,Death Wish,2018,"['Action', 'Crime', 'Thriller', 'Drama']",6.202,2666,30000000,34017028,395990
382,Alpha,2018,"['Adventure', 'Drama']",6.525,2651,51000000,99630675,399360
383,Adrift,2018,"['Thriller', 'Romance', 'Adventure']",6.838,2649,35000000,59945012,429300
384,Johnny English Strikes Again,2018,"['Action', 'Adventure', 'Comedy']",6.262,2636,25000000,158972570,463272
385,Ghostland,2018,"['Horror', 'Mystery', 'Thriller']",7.387,2564,0,0,476299
386,Mowgli: Legend of the Jungle,2018,"['Adventure', 'Drama']",6.5,2544,175000000,0,407436
387,Widows,2018,"['Crime', 'Thriller', 'Drama']",6.485,2394,42000000,73900000,401469
388,When We First Met,2018,"['Comedy', 'Romance', 'Fantasy']",6.56,2328,10000000,0,433310
389,Mile 22,2018,"['Action', 'Thriller']",6.2,2317,35000000,66308758,347375
390,The Spy Who Dumped Me,2018,"['Comedy', 'Action', 'Adventure']",6.388,2298,40000000,33562069,454992
391,The Christmas Chronicles,2018,"['Comedy', 'Adventure', 'Family', 'Fantasy']",7.148,2286,0,0,527435
392,Hunter Killer,2018,"['Action', 'Adventure', 'Thriller']",6.897,2286,40000000,31672678,399402
393,Every Day,2018,"['Romance', 'Fantasy']",7.25,2272,4900000,10400000,465136
394,Climax,2018,"['Horror', 'Drama']",7.045,2257,2900000,1696075,507076
395,Dogman,2018,"['Crime', 'Drama', 'Thriller']",7.528,2257,0,5080147,483184
396,The Princess Switch,2018,"['Romance', 'Comedy']",7.0,2248,0,0,556803
397,The House with a Clock in Its Walls,2018,"['Comedy', 'Fantasy', 'Family', 'Horror', 'Mystery']",6.251,2239,42000000,131523093,463821
398,Shoplifters,2018,"['Drama', 'Crime', 'Thriller']",7.8,2192,0,0,505192
399,The Nutcracker and the Four Realms,2018,"['Fantasy', 'Adventure', 'Family']",6.1,2192,120000000,173961069,426543
400,Joker,2019,"['Crime', 'Thriller', 'Drama']",8.1,26964,55000000,1078958629,475557
401,Avengers: Endgame,2019,"['Adventure', 'Science Fiction', 'Action']",8.237,26916,356000000,2799439100,299534
402,Parasite,2019,"['Comedy', 'Thriller', 'Drama']",8.496,19696,11363000,257591776,496243
403,Spider-Man: Far From Home,2019,"['Action', 'Adventure', 'Science Fiction']",7.4,16446,160000000,1131927996,429617
404,Captain Marvel,2019,"['Action', 'Adventure', 'Science Fiction']",6.791,16345,152000000,1131416446,299537
405,Once Upon a Time... in Hollywood,2019,"['Comedy', 'Drama', 'Thriller']",7.427,14279,95000000,392105159,466272
406,Knives Out,2019,"['Comedy', 'Crime', 'Mystery']",7.8,13220,40000000,312897920,546554
407,1917,2019,"['War', 'History', 'Drama', 'Action']",7.986,13085,100000000,446064352,530915
408,John Wick: Chapter 3 - Parabellum,2019,"['Action', 'Thriller', 'Crime']",7.444,11305,55000000,326709727,458156
409,The Lion King,2019,"['Adventure', 'Drama', 'Family', 'Animation']",7.103,10551,260000000,1662020819,420818
410,Star Wars: The Rise of Skywalker,2019,"['Adventure', 'Action', 'Science Fiction']",6.28,10439,489900000,1074144248,181812
411,Aladdin,2019,"['Adventure', 'Fantasy', 'Romance', 'Family']",7.092,10396,183000000,1097831681,420817
412,Toy Story 4,2019,"['Family', 'Comedy', 'Animation', 'Adventure']",7.5,10217,175000000,1073841394,301528
413,Frozen II,2019,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",7.242,10059,150000000,1453683476,330457
414,Jojo Rabbit,2019,"['Comedy', 'War', 'Drama']",8.0,10049,14000000,82468705,515001
415,Shazam!,2019,"['Action', 'Comedy', 'Fantasy']",6.985,9935,80000000,367799011,287947
416,Alita: Battle Angel,2019,"['Action', 'Science Fiction', 'Adventure']",7.2,9666,170000000,405000000,399579
417,It Chapter Two,2019,"['Horror', 'Thriller']",6.838,9228,79000000,473123154,474350
418,Jumanji: The Next Level,2019,"['Adventure', 'Comedy', 'Fantasy']",6.886,9069,125000000,801693929,512200
419,Glass,2019,"['Thriller', 'Drama', 'Science Fiction']",6.665,8831,20000000,246999039,450465
420,Ford v Ferrari,2019,"['Drama', 'Action', 'History']",8.007,8582,97600000,225508210,359724
421,After,2019,"['Romance', 'Drama']",7.115,8434,14000000,69497587,537915
422,Us,2019,"['Horror', 'Mystery']",6.954,7790,20000000,256067149,458723
423,Midsommar,2019,"['Horror', 'Drama', 'Mystery']",7.153,7708,9000000,48498408,530385
424,The Platform,2019,"['Drama', 'Science Fiction', 'Thriller']",6.968,7569,1203235,1090116,619264
425,Fast & Furious Presents: Hobbs & Shaw,2019,"['Action', 'Adventure', 'Comedy']",6.845,7541,200000000,760098996,384018
426,The Irishman,2019,"['Crime', 'Drama', 'History']",7.581,7221,159000000,968853,398978
427,Marriage Story,2019,['Drama'],7.732,7209,18000000,333686,492188
428,Pokémon Detective Pikachu,2019,"['Action', 'Adventure', 'Fantasy']",6.911,7150,150000000,449762638,447404
429,Ad Astra,2019,"['Science Fiction', 'Drama']",6.121,6962,87500000,127461872,419704
430,How to Train Your Dragon: The Hidden World,2019,"['Animation', 'Family', 'Adventure']",7.748,6852,129000000,539987993,166428
431,Dark Phoenix,2019,"['Science Fiction', 'Action', 'Adventure']",5.963,6842,200000000,252442974,320288
432,Little Women,2019,"['Drama', 'Romance', 'History']",7.861,6591,40000000,216600000,331482
433,Godzilla: King of the Monsters,2019,"['Science Fiction', 'Action']",6.694,6465,170000000,387300138,373571
434,Maleficent: Mistress of Evil,2019,"['Family', 'Fantasy', 'Adventure']",7.301,6327,185000000,491730089,420809
435,Zombieland: Double Tap,2019,"['Horror', 'Comedy']",6.912,6019,42000000,122800000,338967
436,Five Feet Apart,2019,"['Romance', 'Drama']",8.2,5802,7000000,92600000,527641
437,Terminator: Dark Fate,2019,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.416,5436,185000000,261119292,290859
438,Gemini Man,2019,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",6.275,5306,140000000,173469516,453405
439,The Lighthouse,2019,"['Drama', 'Fantasy', 'Thriller']",7.489,5293,11000000,18262464,503919
440,El Camino: A Breaking Bad Movie,2019,"['Crime', 'Drama', 'Thriller']",7.04,5371,0,0,559969
441,Men in Black: International,2019,"['Comedy', 'Science Fiction', 'Action', 'Adventure']",5.9,5168,110000000,253890701,479455
442,Uncut Gems,2019,"['Drama', 'Thriller', 'Crime']",7.151,5098,19000000,50023780,473033
443,6 Underground,2019,"['Action', 'Comedy', 'Thriller']",6.34,4986,150000000,0,509967
444,Ready or Not,2019,"['Horror', 'Comedy']",7.037,4951,6000000,57600000,567609
445,Escape Room,2019,"['Horror', 'Thriller', 'Mystery']",6.5,4889,9000000,155712077,522681
446,Rocketman,2019,"['Music', 'Drama']",7.3,4845,40000000,167300000,504608
447,Doctor Sleep,2019,"['Horror', 'Fantasy']",7.143,4688,45000000,72385286,501170
448,Murder Mystery,2019,"['Action', 'Comedy', 'Mystery']",6.267,4633,24000000,0,514999
449,Miracle in Cell No. 7,2019,['Drama'],8.3,4497,0,28000000,637920
450,Dumbo,2019,"['Family', 'Fantasy', 'Adventure']",6.591,4449,170000000,353284621,329996
451,Klaus,2019,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",8.23,4389,0,0,508965
452,Yesterday,2019,"['Comedy', 'Fantasy', 'Music', 'Romance']",6.688,4107,26000000,154608856,515195
453,Rambo: Last Blood,2019,"['Action', 'Thriller', 'Drama']",6.533,4073,50000000,91500000,522938
454,Annabelle Comes Home,2019,['Horror'],6.41,3734,27000000,231252591,521029
455,Angel Has Fallen,2019,"['Action', 'Thriller']",6.597,3719,40000000,146661977,423204
456,Hellboy,2019,"['Fantasy', 'Horror', 'Action', 'Adventure']",5.579,3590,50000000,55065289,456740
457,Happy Death Day 2U,2019,"['Comedy', 'Horror', 'Science Fiction']",6.325,3545,9000000,64600152,512196
458,Isn't It Romantic,2019,"['Comedy', 'Fantasy', 'Romance']",6.204,3537,31000000,48800000,449563
459,"Extremely Wicked, Shockingly Evil and Vile",2019,"['Drama', 'Crime']",7.0,3459,0,0,457799
460,The King,2019,"['Drama', 'History', 'War']",7.156,3414,0,0,504949
461,Triple Frontier,2019,"['Action', 'Thriller', 'Crime', 'Adventure']",6.323,3400,0,0,399361
462,Jarhead: Law of Return,2019,['War'],6.5,3354,0,0,635744
463,Pet Sematary,2019,['Horror'],5.743,3328,21000000,113118226,157433
464,Brightburn,2019,"['Horror', 'Science Fiction']",6.1,3320,6000000,33224654,531309
465,The Perfect Date,2019,"['Romance', 'Comedy']",6.441,3292,0,0,543540
466,Crawl,2019,"['Horror', 'Thriller']",6.3,3262,13500000,91500000,511987
467,The Secret Life of Pets 2,2019,"['Family', 'Comedy', 'Adventure', 'Animation']",6.95,3225,80000000,429434163,412117
468,Bombshell,2019,['Drama'],6.783,3111,32000000,61404394,525661
469,Charlie's Angels,2019,"['Action', 'Adventure', 'Comedy']",6.391,3071,48000000,73279888,458897
470,The Two Popes,2019,"['Drama', 'History']",7.49,3049,0,232638,551332
471,Hustlers,2019,"['Drama', 'Comedy', 'Crime']",6.5,3028,20000000,157563598,540901
472,Spies in Disguise,2019,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",7.57,2892,100000000,171616764,431693
473,Anna,2019,"['Action', 'Adventure', 'Thriller']",6.706,2855,34000000,31626978,484641
474,Portrait of a Lady on Fire,2019,"['Drama', 'Romance', 'History']",8.107,2801,5740000,9923127,531428
475,Long Shot,2019,"['Comedy', 'Romance']",6.719,2788,40000000,0,459992
