Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
The Long Kiss Goodnight,1996,"['Crime', 'Action', 'Mystery', 'Thriller']",6.589,1268,65000000,89456761,11412
Phenomenon,1996,"['Drama', 'Romance', 'Science Fiction', 'Fantasy']",6.472,1267,32000000,152000000,9294
Crash,1996,"['Thriller', 'Drama']",6.458,1260,9000000,2671855,884
The Birdcage,1996,['Comedy'],7.038,1255,31000000,185300000,11000
The People vs. Larry Flynt,1996,['Drama'],6.963,1182,36000000,20300385,1630
Chain Reaction,1996,"['Thriller', 'Action', 'Science Fiction']",5.8,1152,50000000,60209334,12123
Bottle Rocket,1996,"['Comedy', 'Crime', 'Drama']",6.7,1131,7000000,1040879,13685
Striptease,1996,"['Comedy', 'Crime', 'Drama']",5.5,1131,50000000,113309743,9879
The Ghost and the Darkness,1996,"['Adventure', 'Thriller', 'History']",6.828,1097,50000000,38619405,10586
Breaking the Waves,1996,"['Drama', 'Romance']",7.493,1065,7500000,23000000,145
Bound,1996,"['Drama', 'Thriller', 'Crime']",7.208,1024,4500000,7011317,9303
Tremors 2: Aftershocks,1996,"['Action', 'Horror', 'Comedy']",6.308,1007,4000000,0,11069
Courage Under Fire,1996,"['Drama', 'Thriller', 'Mystery', 'War']",6.523,998,46000000,100900000,10684
Executive Decision,1996,"['Action', 'Adventure', 'Drama', 'Thriller']",6.3,988,55000000,121969216,2320
Fear,1996,['Thriller'],6.511,943,0,0,10543
Last Man Standing,1996,"['Crime', 'Action', 'Western']",6.357,935,67000000,47267001,9333
Kingpin,1996,['Comedy'],6.515,927,27000000,25023434,11543
Thesis,1996,"['Horror', 'Thriller']",7.477,897,0,2647055,9299
That Thing You Do!,1996,"['Comedy', 'Drama', 'Romance', 'Music']",6.886,889,26000000,34585416,9591
A Close Shave,1996,"['Family', 'Animation', 'Comedy']",7.567,885,0,4638,532
Sling Blade,1996,['Drama'],7.5,829,1200000,34100000,12498
The Fan,1996,"['Thriller', 'Action', 'Drama']",6.003,824,55000000,18626419,9566
Pusher,1996,"['Action', 'Crime', 'Drama']",7.0,810,965000,0,2061
The First Wives Club,1996,['Comedy'],6.702,789,26000000,116400000,2925
The Arrival,1996,"['Science Fiction', 'Thriller', 'Horror']",5.993,789,25000000,14063331,10547
Swingers,1996,"['Comedy', 'Drama']",6.865,776,200000,4505922,10218
The Quest,1996,"['Action', 'Adventure', 'Drama']",6.17,763,30000000,57400547,9103
The Cyclone,1996,"['Comedy', 'Romance']",6.95,753,0,0,38366
Beavis and Butt-Head Do America,1996,"['Animation', 'Comedy', 'Adventure', 'Crime', 'Music']",6.655,742,12000000,63118386,3179
Spy Hard,1996,"['Comedy', 'Action']",5.397,720,18000000,27000000,10535
One Fine Day,1996,"['Romance', 'Comedy']",6.449,700,0,97529550,7300
Everyone Says I Love You,1996,"['Comedy', 'Romance']",6.431,694,20000000,9759200,9716
Secrets & Lies,1996,['Drama'],7.6,693,4500000,13417292,11159
Shine,1996,['Drama'],7.4,683,5500000,35892330,7863
Michael,1996,"['Comedy', 'Drama', 'Fantasy']",5.712,660,20000000,119700000,2928
Thinner,1996,"['Fantasy', 'Horror']",5.883,656,8000000,15315484,10280
Emma,1996,"['Romance', 'Comedy', 'Drama']",6.624,645,6000000,22231658,3573
Marvin's Room,1996,['Drama'],6.7,618,23000000,12803305,9819
Bulletproof,1996,"['Comedy', 'Crime', 'Action']",5.707,610,25000000,22611954,10723
The Phantom,1996,"['Adventure', 'Action']",5.273,594,45000000,17323326,9826
Stealing Beauty,1996,"['Drama', 'Romance']",6.7,588,10000000,4800000,14553
Hellraiser: Bloodline,1996,"['Horror', 'Science Fiction', 'Thriller']",5.313,581,4000000,16675000,8766
The Crow: City of Angels,1996,"['Action', 'Fantasy', 'Thriller']",5.507,576,13000000,25317287,10546
Multiplicity,1996,"['Comedy', 'Fantasy', 'Science Fiction', 'Romance']",5.791,575,45000000,21075014,9304
Tin Cup,1996,"['Drama', 'Romance', 'Comedy']",6.1,560,45000000,53854588,10478
The Island of Dr. Moreau,1996,"['Science Fiction', 'Horror']",4.902,540,40000000,49627779,9306
Maximum Risk,1996,"['Action', 'Thriller', 'Crime']",5.799,536,25000000,51702483,10861
The Crucible,1996,"['Drama', 'History']",6.59,534,25000000,7343114,20539
The Substitute,1996,"['Action', 'Crime', 'Drama', 'Thriller']",6.923,530,0,14818176,20762
Homeward Bound II: Lost in San Francisco,1996,"['Adventure', 'Comedy', 'Drama', 'Family']",6.598,517,0,32709423,25059
Police Story 4: First Strike,1996,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']",6.5,511,1500000,53168876,9404
Michael Collins,1996,"['War', 'Drama', 'Thriller', 'History']",6.9,500,25000000,16900000,1770
Hamlet,1996,['Drama'],7.338,499,18000000,4700000,10549
Down Periscope,1996,['Comedy'],6.4,494,0,37553585,9101
Evita,1996,"['History', 'Drama']",6.1,494,55000000,141047179,8818
Fly Away Home,1996,"['Adventure', 'Drama', 'Family']",6.934,488,22000000,25143818,11076
Welcome to the Dollhouse,1996,"['Comedy', 'Drama']",7.086,475,800000,5034794,11446
D3: The Mighty Ducks,1996,"['Comedy', 'Action', 'Family', 'Drama']",5.951,471,0,22955097,10680
Barb Wire,1996,"['Science Fiction', 'Action', 'Adventure']",4.08,464,9000000,3793614,11867
Eye for an Eye,1996,"['Thriller', 'Drama']",6.183,442,20000000,26877589,17182
Black Sheep,1996,['Comedy'],6.073,438,32400000,32000000,13997
Muppet Treasure Island,1996,"['Family', 'Comedy', 'Adventure']",6.672,436,31000000,34300000,10874
The Juror,1996,"['Thriller', 'Crime', 'Drama']",5.657,421,44000000,22754725,9623
Titanic,1997,"['Drama', 'Romance']",7.9,26479,200000000,2264162353,597
Men in Black,1997,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",7.214,14392,90000000,589390539,607
Life Is Beautiful,1997,"['Comedy', 'Drama']",8.439,13633,20000000,230098753,637
Good Will Hunting,1997,['Drama'],8.157,13259,10000000,225900000,489
The Fifth Element,1997,"['Science Fiction', 'Action', 'Adventure']",7.6,11291,90000000,263920180,18
The Lost World: Jurassic Park,1997,"['Adventure', 'Action', 'Science Fiction']",6.558,8914,73000000,618638999,330
Princess Mononoke,1997,"['Adventure', 'Fantasy', 'Animation']",8.326,8606,23500000,176506186,128
Hercules,1997,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']",7.495,7743,85000000,252712101,11970
The Game,1997,"['Drama', 'Thriller', 'Mystery']",7.6,7040,50000000,109423648,2649
Jackie Brown,1997,"['Crime', 'Drama', 'Thriller']",7.358,6705,12000000,74727492,184
Gattaca,1997,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",7.562,6672,36000000,12532777,782
The Devil's Advocate,1997,"['Drama', 'Mystery', 'Horror']",7.465,6486,57000000,153000000,1813
Liar Liar,1997,['Comedy'],6.702,6011,45000000,302710615,1624
Face/Off,1997,"['Action', 'Crime', 'Science Fiction']",7.049,5653,80000000,245700000,754
Anastasia,1997,"['Animation', 'Family', 'Fantasy', 'Adventure']",7.606,5478,53000000,139804348,9444
Alien Resurrection,1997,"['Science Fiction', 'Horror', 'Action']",6.162,5337,70000000,162000000,8078
L.A. Confidential,1997,"['Crime', 'Mystery', 'Thriller', 'Drama']",7.8,5286,35000000,126216940,2118
Batman & Robin,1997,"['Action', 'Science Fiction', 'Adventure']",4.4,5241,125000000,238207122,415
Starship Troopers,1997,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",7.1,5240,105000000,121214377,563
Contact,1997,"['Drama', 'Science Fiction', 'Mystery']",7.438,4764,90000000,171120329,686
Donnie Brasco,1997,"['Crime', 'Drama', 'Thriller']",7.536,4688,35000000,124909762,9366
Scream 2,1997,"['Horror', 'Mystery']",6.505,4478,24000000,172363301,4233
Con Air,1997,"['Action', 'Thriller', 'Crime']",6.76,4477,75000000,224012234,1701
As Good as It Gets,1997,"['Drama', 'Comedy', 'Romance']",7.4,3967,50000000,314178011,2898
Austin Powers: International Man of Mystery,1997,"['Science Fiction', 'Comedy', 'Crime']",6.586,3628,16500000,67711748,816
Boogie Nights,1997,['Drama'],7.627,3380,15000000,43101594,4995
Tomorrow Never Dies,1997,"['Adventure', 'Action', 'Thriller']",6.375,3289,110000000,333011068,714
Air Force One,1997,"['Action', 'Thriller']",6.478,3172,85000000,315200000,9772
Home Alone 3,1997,"['Comedy', 'Family']",5.276,3164,32000000,79082515,9714
I Know What You Did Last Summer,1997,"['Horror', 'Thriller', 'Mystery']",5.997,3112,17000000,125586134,3597
Event Horizon,1997,"['Horror', 'Science Fiction', 'Mystery']",6.569,3089,60000000,26700000,8413
Seven Years in Tibet,1997,"['Adventure', 'Drama', 'History']",7.157,3003,70000000,131457682,978
Lost Highway,1997,"['Drama', 'Thriller', 'Mystery']",7.542,2818,15000000,3836866,638
My Best Friend's Wedding,1997,"['Comedy', 'Romance']",6.58,2786,38000000,299288605,8874
Anaconda,1997,"['Adventure', 'Horror', 'Thriller']",5.25,2640,45000000,136885767,9360
Bean,1997,"['Family', 'Adventure', 'Comedy']",6.468,2511,18000000,251212670,1281
Flubber,1997,"['Comedy', 'Family', 'Science Fiction']",5.661,2468,80000000,178000000,9574
George of the Jungle,1997,"['Adventure', 'Comedy', 'Family', 'Romance']",5.644,2168,55000000,174463257,10603
Three Men and a Leg,1997,['Comedy'],7.966,2120,0,0,38286
The Jackal,1997,"['Action', 'Thriller', 'Adventure', 'Crime']",6.379,2013,60000000,159300000,4824
Dante's Peak,1997,"['Action', 'Adventure', 'Drama', 'Thriller']",6.211,1973,116000000,178127760,9619
Funny Games,1997,"['Drama', 'Horror', 'Thriller']",7.31,1971,0,2506,10234
Lolita,1997,"['Drama', 'Romance']",7.119,1895,62000000,1100000,9769
Kiss the Girls,1997,"['Thriller', 'Crime', 'Mystery', 'Drama']",6.5,1798,27000000,60527873,9437
G.I. Jane,1997,"['Action', 'Drama']",6.463,1778,50000000,48169156,4421
Neon Genesis Evangelion: The End of Evangelion,1997,"['Animation', 'Science Fiction', 'Drama', 'Fantasy']",8.269,1743,0,20563523,18491
The Full Monty,1997,['Comedy'],6.992,1729,3500000,257850122,9427
Speed 2: Cruise Control,1997,"['Action', 'Adventure', 'Thriller', 'Romance', 'Drama']",4.606,1729,160000000,164508066,1639
Cop Land,1997,"['Crime', 'Drama', 'Thriller']",6.789,1699,15000000,44862187,2142
Volcano,1997,"['Science Fiction', 'Action', 'Drama', 'Thriller']",5.924,1607,90000000,122823468,10357
Conspiracy Theory,1997,"['Action', 'Drama', 'Mystery', 'Thriller']",6.621,1558,75000000,137000000,8834
Chasing Amy,1997,"['Comedy', 'Drama', 'Romance']",6.767,1473,250000,12021272,2255
Spawn,1997,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",5.434,1428,40000000,87840042,10336
The Rainmaker,1997,"['Drama', 'Crime', 'Thriller']",7.025,1402,40000000,45916769,11975
Amistad,1997,"['Drama', 'History', 'Mystery']",7.02,1368,36000000,44229441,11831
MouseHunt,1997,"['Comedy', 'Family']",6.543,1309,38000000,122417389,6283
The Devil's Own,1997,"['Crime', 'Thriller', 'Drama']",6.2,1291,90000000,140807547,4477
Selena,1997,"['Drama', 'Music', 'History']",7.7,1284,20000000,60000000,16052
Mortal Kombat: Annihilation,1997,"['Action', 'Fantasy', 'Science Fiction']",4.509,1267,30000000,51376861,9823
The Edge,1997,"['Action', 'Adventure', 'Drama']",6.8,1258,30000000,43300000,9433
The Saint,1997,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']",6.095,1182,68000000,118100000,10003
Geri's Game,1997,"['Animation', 'Comedy', 'Family']",7.632,1180,0,0,13929
Mimic,1997,"['Horror', 'Science Fiction']",6.1,1178,30000000,25480490,4961
Absolute Power,1997,"['Crime', 'Drama', 'Action']",6.652,1167,50000000,50100000,66
The Postman,1997,"['Science Fiction', 'Adventure', 'Action']",6.3,1146,80000000,17626234,9922
Open Your Eyes,1997,"['Drama', 'Thriller', 'Science Fiction']",7.446,1128,2900000,370720,1902
The Peacemaker,1997,"['Action', 'Thriller']",6.031,1072,50000000,110463140,6623
Beauty and the Beast: The Enchanted Christmas,1997,"['Animation', 'Family', 'Fantasy']",6.218,1066,0,0,13313
Breakdown,1997,"['Crime', 'Mystery', 'Thriller', 'Drama', 'Action']",6.905,1026,36000000,50159144,2163
Deconstructing Harry,1997,"['Comedy', 'Drama']",7.243,1009,20000000,10686841,2639
Wag the Dog,1997,"['Comedy', 'Drama']",6.943,1003,15000000,64256513,586
Grosse Pointe Blank,1997,"['Action', 'Comedy', 'Thriller', 'Romance']",6.9,980,15000000,31100000,9434
Hard Eight,1997,"['Drama', 'Crime']",6.861,919,3000000,222559,8052
Beverly Hills Ninja,1997,"['Comedy', 'Action']",5.65,808,18000000,31480022,9622
Double Team,1997,"['Action', 'Science Fiction']",5.184,796,30000000,48138337,9405
U Turn,1997,"['Crime', 'Drama', 'Thriller', 'Romance']",6.614,774,19000000,6682098,10155
Happy Together,1997,"['Drama', 'Romance']",7.557,764,125000,5000000,18329
Fireworks,1997,"['Crime', 'Drama']",7.682,740,0,0,5910
An American Werewolf in Paris,1997,"['Horror', 'Comedy', 'Fantasy']",5.937,725,22000000,26570463,9406
In & Out,1997,['Comedy'],6.46,719,35000000,63900000,10806
Mr. Nice Guy,1997,"['Crime', 'Action', 'Comedy']",6.529,715,12700000,18800000,10622
The Ice Storm,1997,['Drama'],6.9,708,18000000,8038061,68924
"Honey, We Shrunk Ourselves",1997,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",5.417,708,7000000,0,11425
Live Flesh,1997,"['Drama', 'Romance', 'Thriller']",7.043,704,0,1535558,267
Cure,1997,"['Crime', 'Thriller', 'Horror', 'Mystery']",7.528,700,20000,234821,36095
Vegas Vacation,1997,['Comedy'],5.999,687,25000000,36400360,11419
Children of Heaven,1997,"['Drama', 'Family']",7.921,680,180000,925402,21334
Gummo,1997,"['Drama', 'Comedy']",6.6,674,1300000,116799,18415
Wishmaster,1997,"['Horror', 'Fantasy']",6.09,669,5000000,15738769,10351
Taste of Cherry,1997,['Drama'],7.7,666,0,0,30020
Nothing to Lose,1997,"['Comedy', 'Crime', 'Action', 'Adventure']",6.6,658,25000000,44480039,11676
Didier,1997,['Comedy'],6.097,638,11000000,0,37652
One Eight Seven,1997,"['Drama', 'Thriller']",6.647,605,20000000,5716080,6072
Midnight in the Garden of Good and Evil,1997,"['Mystery', 'Crime', 'Drama']",6.354,604,35000000,25100000,8197
Metro,1997,"['Action', 'Comedy', 'Crime']",5.7,590,55000000,31987563,8860
