Title,Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
Sicario,2015,"['Action', 'Crime', 'Thriller']",7.415,9180,30000000,84997446,273481
San Andreas,2015,"['Action', 'Drama', 'Thriller']",6.244,8820,110000000,473990832,254128
Terminator Genisys,2015,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",5.9,8729,155000000,440603537,87101
Spotlight,2015,"['Drama', 'History']",7.814,8540,20000000,98690254,314365
Chappie,2015,"['Crime', 'Action', 'Science Fiction']",6.785,8229,49000000,104399548,198184
Focus,2015,"['Romance', 'Comedy', 'Crime']",6.871,8097,50100000,153962963,256591
Pixels,2015,"['Action', 'Comedy', 'Science Fiction', 'Fantasy']",5.8,7828,88000000,244874809,257344
Ted 2,2015,"['Comedy', 'Fantasy']",6.316,7789,68000000,215863606,214756
Creed,2015,"['Drama', 'Action']",7.407,7739,37000000,173600000,312221
Cinderella,2015,"['Romance', 'Fantasy', 'Family', 'Drama']",6.827,7248,95000000,543514353,150689
Tomorrowland,2015,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",6.287,7196,190000000,209200000,158852
Bridge of Spies,2015,"['Thriller', 'Drama']",7.2,7082,40000000,165478348,296098
The Intern,2015,['Comedy'],7.225,7070,35000000,194564672,257211
Jupiter Ascending,2015,"['Science Fiction', 'Fantasy', 'Action']",5.459,6930,176000000,184000000,76757
The Age of Adaline,2015,"['Romance', 'Fantasy', 'Drama']",7.477,6929,25000000,65663276,293863
It Follows,2015,"['Horror', 'Mystery']",6.59,6689,2300000,23374076,270303
The Man from U.N.C.L.E.,2015,"['Comedy', 'Action', 'Adventure']",7.081,6626,75000000,110045109,203801
The Lobster,2015,"['Comedy', 'Drama', 'Romance']",7.038,6609,4000000,15700000,254320
Fantastic Four,2015,"['Action', 'Adventure', 'Science Fiction']",4.433,6264,120000000,167977596,166424
Spy,2015,"['Action', 'Comedy', 'Crime']",6.832,6229,65000000,235666219,238713
Hotel Transylvania 2,2015,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.768,5969,80000000,473200000,159824
The Danish Girl,2015,['Drama'],7.558,5867,15000000,64200000,306819
The Good Dinosaur,2015,"['Adventure', 'Animation', 'Family']",6.739,5831,175000000,332207671,105864
Southpaw,2015,"['Action', 'Drama']",7.364,5655,30000000,91709827,307081
Pitch Perfect 2,2015,"['Comedy', 'Music']",6.844,5420,29000000,287144079,254470
Paper Towns,2015,"['Mystery', 'Drama', 'Romance']",6.155,5122,12000000,85500000,286565
Crimson Peak,2015,"['Horror', 'Mystery', 'Romance']",6.66,5110,55000000,74700000,201085
Everest,2015,"['Adventure', 'Drama', 'History']",6.827,5079,55000000,203427584,253412
The Visit,2015,"['Horror', 'Thriller']",6.321,4978,5000000,98450062,298312
The DUFF,2015,"['Romance', 'Comedy']",6.766,4424,8500000,43528634,272693
Steve Jobs,2015,"['Drama', 'History']",6.8,4261,30000000,34400000,321697
In the Heart of the Sea,2015,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",6.755,4246,100000000,93900000,205775
Joy,2015,"['Drama', 'Comedy']",6.551,4205,60000000,101134059,274479
Home,2015,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",6.789,4125,135000000,368871007,228161
Legend,2015,"['Crime', 'Thriller']",7.055,4111,25000000,42972994,276907
Straight Outta Compton,2015,"['Drama', 'Music', 'History']",7.783,4076,28000000,201634991,277216
Goosebumps,2015,"['Adventure', 'Horror', 'Comedy']",6.3,3897,58000000,158261424,257445
Vacation,2015,"['Comedy', 'Adventure']",6.304,3863,31000000,104400000,296099
Carol,2015,"['Romance', 'Drama']",7.495,3851,11800000,40272135,258480
The Last Witch Hunter,2015,"['Action', 'Adventure', 'Fantasy']",6.004,3734,90000000,146936910,274854
Insidious: Chapter 3,2015,"['Horror', 'Thriller']",6.283,3502,10000000,120453155,280092
Black Mass,2015,"['Drama', 'Crime', 'History']",6.524,3485,53000000,99975678,261023
Burnt,2015,['Drama'],6.515,3471,20000000,36606743,295964
Knock Knock,2015,"['Horror', 'Thriller']",5.392,3373,10000000,6341684,263472
The Gift,2015,"['Thriller', 'Mystery', 'Drama']",6.695,3371,5000000,58978653,328425
Daddy's Home,2015,['Comedy'],6.292,3321,50000000,242786137,274167
The Walk,2015,"['History', 'Drama', 'Adventure']",6.995,3297,35000000,61181942,285783
The Longest Ride,2015,"['Drama', 'Romance']",7.627,3254,34000000,63013281,228205
Self/less,2015,"['Science Fiction', 'Action', 'Thriller']",6.412,3210,26000000,31807156,238615
Brooklyn,2015,"['Romance', 'Drama', 'History']",7.31,3186,11000000,62076141,167073
Hitman: Agent 47,2015,"['Action', 'Crime', 'Thriller']",5.886,3176,35000000,81967450,249070
Run All Night,2015,"['Action', 'Crime', 'Thriller']",6.4,2889,50000000,71561644,241554
The Little Prince,2015,"['Adventure', 'Animation', 'Fantasy', 'Family']",7.611,2887,64000000,97571250,309809
American Ultra,2015,"['Action', 'Comedy']",6.091,2875,28000000,27100000,261392
Get Hard,2015,['Comedy'],6.0,2806,40000000,111800000,257091
Pan,2015,"['Fantasy', 'Adventure', 'Family', 'Action']",5.957,2792,150000000,128388320,266647
Project Almanac,2015,"['Science Fiction', 'Thriller']",6.786,2742,12000000,33200000,227719
Mortdecai,2015,"['Comedy', 'Adventure']",5.516,2704,60000000,47318560,210860
Me and Earl and the Dying Girl,2015,"['Drama', 'Comedy']",7.53,2674,0,0,308369
Trainwreck,2015,"['Comedy', 'Romance']",5.797,2656,35000000,140795793,271718
Concussion,2015,['Drama'],7.079,2649,35000000,50400000,321741
No Escape,2015,"['Thriller', 'Action']",6.9,2636,5000000,54400000,192141
Love,2015,"['Drama', 'Romance']",6.449,2594,3000000,249083,292431
Hardcore Henry,2015,"['Action', 'Adventure', 'Science Fiction']",6.392,2548,2000000,16810562,325348
The SpongeBob Movie: Sponge Out of Water,2015,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",6.089,2451,74000000,311594032,228165
Descendants,2015,"['Family', 'Adventure', 'Fantasy', 'TV Movie', 'Music']",7.149,2444,0,0,277217
Irrational Man,2015,"['Drama', 'Comedy']",6.526,2426,11000000,27391084,282984
Bone Tomahawk,2015,"['Western', 'Horror', 'Drama']",6.875,2413,1800000,475846,294963
We Are Your Friends,2015,"['Drama', 'Music', 'Romance', 'Comedy']",6.786,2402,6000000,11100000,301351
Point Break,2015,"['Action', 'Adventure', 'Crime', 'Thriller']",5.955,2379,105000000,133782481,257088
Poltergeist,2015,['Horror'],5.218,2348,35000000,95682614,243688
Solace,2015,"['Thriller', 'Crime', 'Mystery']",6.427,2311,0,22586863,339527
Krampus,2015,"['Horror', 'Comedy', 'Fantasy']",6.192,2304,15000000,61800000,287903
Sinister 2,2015,['Horror'],5.882,2224,10000000,53329150,283445
Victor Frankenstein,2015,"['Drama', 'Science Fiction', 'Thriller']",5.948,2202,40000000,34200000,228066
Youth,2015,"['Comedy', 'Drama', 'Romance']",6.896,2144,13360000,2000000,310593
Blackhat,2015,"['Crime', 'Thriller', 'Action']",5.514,2118,70000000,17752940,201088
Aloha,2015,"['Drama', 'Comedy', 'Romance']",5.512,2110,37000000,26250020,222936
The Boy Next Door,2015,['Thriller'],4.919,2089,4000000,52425855,241251
Deadpool,2016,"['Action', 'Adventure', 'Comedy']",7.623,32064,58000000,782837347,293660
Captain America: Civil War,2016,"['Adventure', 'Action', 'Science Fiction']",7.448,23515,250000000,1155046416,271110
Doctor Strange,2016,"['Fantasy', 'Adventure', 'Action']",7.418,22913,180000000,676343174,284052
Suicide Squad,2016,"['Action', 'Adventure', 'Fantasy']",5.92,21701,175000000,749200054,297761
Fantastic Beasts and Where to Find Them,2016,"['Fantasy', 'Adventure']",7.31,19331,180000000,809342332,259316
Arrival,2016,"['Drama', 'Science Fiction', 'Mystery']",7.622,18708,47000000,203388186,329865
Batman v Superman: Dawn of Justice,2016,"['Action', 'Adventure', 'Fantasy']",5.987,18592,250000000,874362803,209112
La La Land,2016,"['Comedy', 'Drama', 'Romance']",7.897,17620,30000000,509183536,313369
Zootopia,2016,"['Animation', 'Adventure', 'Family', 'Comedy']",7.751,17066,150000000,1025521689,269149
Rogue One: A Star Wars Story,2016,"['Action', 'Adventure', 'Science Fiction']",7.503,15962,200000000,1056057273,330459
Hacksaw Ridge,2016,"['Drama', 'History', 'War']",8.192,14414,40000000,175302354,324786
Passengers,2016,"['Drama', 'Romance', 'Science Fiction']",6.952,13847,110000000,303144152,274870
X-Men: Apocalypse,2016,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",6.517,13440,178000000,543934787,246655
Moana,2016,"['Adventure', 'Comedy', 'Family', 'Animation']",7.564,13380,150000000,690860472,277834
Me Before You,2016,"['Drama', 'Romance']",7.924,12877,20000000,207945075,296096
Finding Dory,2016,"['Adventure', 'Animation', 'Comedy', 'Family']",7.04,12426,200000000,1029266989,127380
Your Name.,2016,"['Animation', 'Romance', 'Drama']",8.479,12096,0,358000000,372058
Now You See Me 2,2016,"['Thriller', 'Crime']",6.825,11151,120000000,334897606,291805
Miss Peregrine's Home for Peculiar Children,2016,"['Fantasy', 'Adventure', 'Drama', 'Family']",6.837,10282,110000000,296482446,283366
Hidden Figures,2016,"['Drama', 'History']",8.05,10161,25000000,235957472,381284
The Conjuring 2,2016,['Horror'],7.294,8932,40000000,322819915,259693
10 Cloverfield Lane,2016,"['Thriller', 'Science Fiction', 'Drama', 'Horror']",6.994,8358,15000000,110216998,333371
The Secret Life of Pets,2016,"['Family', 'Comedy', 'Adventure', 'Animation']",6.308,8331,75000000,875457937,328111
The Nice Guys,2016,"['Comedy', 'Crime', 'Action']",7.124,8324,50000000,71261763,290250
The Jungle Book,2016,"['Family', 'Adventure', 'Fantasy']",6.867,8316,175000000,966550600,278927
Sing,2016,"['Family', 'Comedy', 'Music', 'Animation']",7.12,8249,75000000,634151679,335797
Nocturnal Animals,2016,"['Drama', 'Thriller']",7.42,8071,22500000,29300000,340666
Train to Busan,2016,"['Horror', 'Thriller', 'Action', 'Adventure']",7.75,8040,8500000,87547518,396535
Assassin's Creed,2016,"['Action', 'Adventure', 'Science Fiction']",5.429,7953,125000000,240700000,121856
Don't Breathe,2016,"['Horror', 'Thriller', 'Crime']",7.016,7759,9900000,158906350,300669
Sausage Party,2016,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",5.75,7544,19000000,140705322,223702
Sully,2016,"['Drama', 'History']",7.194,7501,60000000,240800000,363676
The Witch,2016,"['Horror', 'Fantasy', 'Drama']",6.996,7397,4000000,40423945,310131
Moonlight,2016,['Drama'],7.366,7316,4000000,65046687,376867
Warcraft,2016,"['Action', 'Adventure', 'Fantasy']",6.4,7059,160000000,433677183,68735
The Accountant,2016,"['Crime', 'Thriller', 'Drama']",7.129,7048,44000000,155160045,302946
Nerve,2016,"['Mystery', 'Adventure', 'Crime']",7.008,6914,19000000,85241496,328387
Star Trek Beyond,2016,"['Action', 'Adventure', 'Science Fiction']",6.782,6872,185000000,343471816,188927
Allegiant,2016,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",6.107,6800,110000000,179246868,262504
Lion,2016,['Drama'],8.042,6794,12000000,140312928,334543
Captain Fantastic,2016,"['Adventure', 'Drama']",7.891,6643,5000000,23123592,334533
Ghostbusters,2016,"['Action', 'Fantasy', 'Comedy']",5.3,6635,144000000,229147509,43074
Alice Through the Looking Glass,2016,"['Adventure', 'Family', 'Fantasy']",6.56,6630,170000000,299457024,241259
Inferno,2016,"['Mystery', 'Thriller', 'Action']",6.085,6470,75000000,220021259,207932
The Legend of Tarzan,2016,"['Fantasy', 'Action', 'Adventure']",5.914,6368,180000000,356743061,258489
Kung Fu Panda 3,2016,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",6.919,6357,145000000,521170825,140300
Independence Day: Resurgence,2016,"['Action', 'Adventure', 'Science Fiction']",5.35,6278,165000000,389681935,47933
Manchester by the Sea,2016,['Drama'],7.548,6187,9000000,79000000,334541
The Magnificent Seven,2016,"['Adventure', 'Action', 'Western']",6.47,6178,90000000,162400000,333484
Central Intelligence,2016,"['Action', 'Comedy']",6.417,6174,50000000,216972543,302699
Jason Bourne,2016,"['Action', 'Adventure', 'Thriller']",6.366,5987,120000000,415484914,324668
The 5th Wave,2016,"['Science Fiction', 'Adventure', 'Action']",5.938,5892,38000000,109906372,299687
The Girl on the Train,2016,"['Crime', 'Mystery', 'Thriller']",6.441,5880,45000000,173200000,346685
Collateral Beauty,2016,"['Drama', 'Romance']",7.218,5479,36000000,88528280,345920
The Purge: Election Year,2016,"['Action', 'Horror', 'Thriller']",6.384,5391,10000000,118587880,316727
The Great Wall,2016,"['Action', 'Adventure', 'Fantasy']",6.028,5376,150000000,331957105,311324
War Dogs,2016,"['Comedy', 'Crime', 'Drama']",6.9,5237,50000000,86234523,308266
The Founder,2016,"['Drama', 'History']",7.134,5222,15000000,24121245,310307
The Shallows,2016,"['Horror', 'Drama', 'Thriller']",6.351,5216,17000000,119100758,332567
Jack Reacher: Never Go Back,2016,"['Action', 'Drama', 'Thriller', 'Crime']",5.992,5130,60000000,162100000,343611
London Has Fallen,2016,"['Action', 'Thriller']",6.218,4942,60000000,205754447,267860
The Huntsman: Winter's War,2016,"['Action', 'Adventure', 'Drama']",6.285,4933,115000000,164989338,290595
Ice Age: Collision Course,2016,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",6.115,4762,105000000,408579038,278154
Deepwater Horizon,2016,"['Drama', 'Action']",6.886,4736,110000000,121790376,296524
Hush,2016,"['Horror', 'Thriller']",6.729,4724,1000000,0,376570
Hell or High Water,2016,"['Western', 'Crime', 'Drama']",7.302,4684,12000000,37600000,338766
Allied,2016,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",6.801,4663,106000000,119520023,369885
The Autopsy of Jane Doe,2016,"['Horror', 'Mystery']",6.826,4544,4000000,6170043,397243
Perfect Strangers,2016,"['Comedy', 'Drama']",7.855,4517,0,32207491,381341
Neighbors 2: Sorority Rising,2016,['Comedy'],5.819,4512,35000000,108007109,325133
Dirty Grandpa,2016,['Comedy'],5.936,4500,11500000,94100000,291870
Snowden,2016,"['Drama', 'History', 'Crime', 'Thriller']",7.106,4500,40000000,37357216,302401
Why Him?,2016,['Comedy'],6.38,4295,38000000,118102725,356305
A Silent Voice: The Movie,2016,"['Animation', 'Drama', 'Romance']",8.386,4268,0,30819442,378064
Gods of Egypt,2016,"['Action', 'Adventure', 'Fantasy']",5.686,4222,140000000,150680864,205584
Bad Moms,2016,['Comedy'],6.494,4175,20000000,183936074,376659
The Edge of Seventeen,2016,"['Comedy', 'Drama']",7.157,4159,9000000,18803648,376660
The Handmaiden,2016,"['Thriller', 'Drama', 'Romance']",8.197,4087,8575000,38600000,290098
Lights Out,2016,['Horror'],6.365,4015,4900000,149368835,345911
"Hail, Caesar!",2016,"['Comedy', 'Crime', 'Drama', 'Mystery']",5.931,3905,22000000,63647656,270487
The Boy,2016,"['Horror', 'Mystery', 'Thriller']",5.968,3861,10000000,73929392,321258
The Angry Birds Movie,2016,"['Animation', 'Adventure', 'Comedy', 'Family']",6.246,3843,73000000,349779543,153518
The Neon Demon,2016,"['Horror', 'Thriller']",6.511,3842,7000000,3400000,301365
Underworld: Blood Wars,2016,"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Horror']",5.911,3825,35000000,81093313,346672
13 Hours: The Secret Soldiers of Benghazi,2016,"['War', 'Action', 'History', 'Drama', 'Thriller']",7.269,3789,50000000,69411370,300671
Trolls,2016,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",6.63,3724,125000000,347337803,136799
Kubo and the Two Strings,2016,"['Animation', 'Adventure', 'Family']",7.631,3706,60000000,76249438,313297
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",6.052,3675,135000000,245623848,308531
Swiss Army Man,2016,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",6.926,3664,3000000,5800000,347031
Mechanic: Resurrection,2016,"['Action', 'Crime', 'Thriller']",6.03,3522,40000000,125729635,278924
The BFG,2016,"['Adventure', 'Family', 'Fantasy']",6.281,3520,140000000,195243411,267935
A Monster Calls,2016,"['Fantasy', 'Adventure', 'Family']",7.287,3472,43000000,47309313,258230
Resident Evil: The Final Chapter,2016,"['Action', 'Horror', 'Science Fiction']",6.1,3358,40000000,312242626,173897
Raw,2016,"['Horror', 'Drama']",7.0,3326,3500000,4100000,393519
How to Be Single,2016,"['Comedy', 'Romance']",6.255,3281,38000000,112343513,259694
Silence,2016,"['Drama', 'History']",7.12,3184,46000000,23834809,68730
Money Monster,2016,"['Thriller', 'Drama']",6.435,3066,27000000,93282604,303858
Bridget Jones's Baby,2016,"['Drama', 'Comedy', 'Romance']",6.4,3022,35000000,211952420,95610
Two Is a Family,2016,"['Drama', 'Comedy']",7.731,3022,0,1447740,382591
Green Room,2016,"['Horror', 'Crime', 'Thriller']",6.727,2837,5000000,3800000,313922
Spider-Man: Homecoming,2017,"['Action', 'Adventure', 'Science Fiction']",7.329,22611,175000000,880166924,315635
Guardians of the Galaxy Vol. 2,2017,"['Science Fiction', 'Adventure', 'Action']",7.611,22402,200000000,863756051,283995
Thor: Ragnarok,2017,"['Action', 'Adventure', 'Science Fiction']",7.583,21513,180000000,855301806,284053
Wonder Woman,2017,"['Action', 'Adventure', 'Fantasy']",7.214,20527,149000000,823970682,297762
Coco,2017,"['Family', 'Animation', 'Music', 'Adventure']",8.2,20415,175000000,814641172,354912
Logan,2017,"['Action', 'Drama', 'Science Fiction']",7.82,19948,97000000,619021436,263115
It,2017,"['Horror', 'Thriller']",7.238,19796,35000000,704242888,346364
Get Out,2017,"['Mystery', 'Thriller', 'Horror']",7.621,18290,4500000,255407969,419430
Split,2017,"['Horror', 'Thriller']",7.343,17950,9000000,278454358,381288
Dunkirk,2017,"['War', 'Action', 'Drama']",7.45,17106,150000000,527000000,374720
Baby Driver,2017,"['Action', 'Crime']",7.445,16369,34000000,226945087,339403
Star Wars: The Last Jedi,2017,"['Adventure', 'Action', 'Science Fiction']",6.765,15899,300000000,1332698830,181808
Beauty and the Beast,2017,"['Family', 'Fantasy', 'Romance']",6.969,15819,160000000,1266115964,321612
Blade Runner 2049,2017,"['Science Fiction', 'Drama']",7.587,14531,150000000,259239658,335984
Jumanji: Welcome to the Jungle,2017,"['Adventure', 'Comedy', 'Fantasy', 'Action', 'Family']",6.819,14125,90000000,995339117,353486
John Wick: Chapter 2,2017,"['Action', 'Thriller', 'Crime']",7.339,13784,40000000,171539887,324552
Justice League,2017,"['Action', 'Adventure', 'Science Fiction']",6.075,13375,300000000,661326987,141052
The Shape of Water,2017,"['Drama', 'Fantasy', 'Romance']",7.24,12530,19500000,195300000,399055
Call Me by Your Name,2017,"['Romance', 'Drama']",8.103,12492,3500000,43143046,398818
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"['Adventure', 'Action', 'Fantasy']",6.652,12476,230000000,795922298,166426
Kong: Skull Island,2017,"['Action', 'Adventure', 'Fantasy']",6.548,10859,185000000,566652812,293167
Kingsman: The Golden Circle,2017,"['Action', 'Adventure', 'Comedy', 'Crime']",6.952,10826,104000000,410902662,343668
The Fate of the Furious,2017,"['Action', 'Crime', 'Thriller']",6.862,10598,250000000,1236000000,337339
"Three Billboards Outside Ebbing, Missouri",2017,"['Crime', 'Drama']",8.061,10554,15000000,162729321,359940
Murder on the Orient Express,2017,"['Mystery', 'Drama', 'Crime']",6.705,10284,55000000,352800000,392044
The Greatest Showman,2017,['Drama'],7.869,9783,84000000,459066134,316029
War for the Planet of the Apes,2017,"['Drama', 'Science Fiction', 'War']",7.211,9437,150000000,490719763,281338
xXx: Return of Xander Cage,2017,"['Action', 'Adventure', 'Crime']",6.135,9120,85000000,346118277,47971
Alien: Covenant,2017,"['Horror', 'Science Fiction', 'Thriller']",6.162,9114,97000000,240891763,126889
Lady Bird,2017,"['Drama', 'Comedy']",7.255,8820,10000000,79000000,391713
Ghost in the Shell,2017,"['Science Fiction', 'Drama', 'Action']",6.103,8346,110000000,169801921,315837
Baywatch,2017,"['Comedy', 'Action', 'Crime']",6.091,8323,69000000,177900000,339846
Wonder,2017,"['Family', 'Drama']",8.1,8097,20000000,315025930,406997
Fifty Shades Darker,2017,"['Drama', 'Romance']",6.476,7825,55000000,381545846,341174
Valerian and the City of a Thousand Planets,2017,"['Adventure', 'Science Fiction', 'Action']",6.631,7761,177200000,225973340,339964
Life,2017,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",6.446,7686,58000000,100541806,395992
Despicable Me 3,2017,"['Action', 'Animation', 'Comedy', 'Family', 'Adventure']",6.466,7454,80000000,1034800131,324852
The Mummy,2017,"['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']",5.517,7452,125000000,409231607,282035
The Boss Baby,2017,"['Animation', 'Comedy', 'Family']",6.457,7307,125000000,527965936,295693
mother!,2017,"['Drama', 'Horror']",6.967,6907,30000000,44516999,381283
Transformers: The Last Knight,2017,"['Action', 'Adventure', 'Science Fiction']",6.056,6520,217000000,605425157,335988
The Hitman's Bodyguard,2017,"['Action', 'Comedy', 'Crime', 'Thriller']",6.89,6460,30000000,176586701,390043
Atomic Blonde,2017,"['Action', 'Adventure', 'Thriller']",6.429,6448,30000000,100014025,341013
Happy Death Day,2017,"['Comedy', 'Horror', 'Mystery']",6.662,6407,4800000,125479266,440021
What Happened to Monday,2017,"['Science Fiction', 'Thriller', 'Mystery', 'Action']",7.154,6285,20000000,27975429,406990
Cars 3,2017,"['Animation', 'Adventure', 'Comedy', 'Family']",6.855,6190,175000000,383925276,260514
"I, Tonya",2017,"['Drama', 'Comedy']",7.475,6016,11000000,53900000,389015
King Arthur: Legend of the Sword,2017,"['Action', 'Drama', 'Fantasy']",6.549,5896,175000000,149175066,274857
Annabelle: Creation,2017,['Horror'],6.604,5856,15000000,306592201,396422
Bright,2017,"['Fantasy', 'Action', 'Thriller']",6.162,5837,90000000,0,400106
Gifted,2017,"['Drama', 'Comedy']",8.0,5790,7000000,40300000,400928
Wind River,2017,"['Crime', 'Mystery', 'Thriller', 'Drama']",7.434,5543,11000000,44998252,395834
The Dark Tower,2017,"['Fantasy', 'Action', 'Science Fiction']",5.781,5361,60000000,113231078,353491
Darkest Hour,2017,"['Drama', 'History']",7.352,5347,30000000,150847207,399404
The Lego Batman Movie,2017,"['Animation', 'Action', 'Comedy', 'Family']",7.233,5241,80000000,311950384,324849
Geostorm,2017,"['Action', 'Science Fiction', 'Thriller']",6.1,5003,120000000,221600160,274855
The Invisible Guest,2017,"['Drama', 'Mystery', 'Thriller']",8.083,4790,4000000,30000000,411088
American Made,2017,"['Action', 'Comedy', 'Crime', 'Drama']",6.895,4788,50000000,133511855,337170
The Post,2017,"['Drama', 'History']",7.006,4779,50000000,179769467,446354
Power Rangers,2017,"['Action', 'Adventure', 'Science Fiction']",6.256,4538,105000000,142300000,305470
The Circle,2017,"['Drama', 'Thriller', 'Science Fiction']",5.521,4509,18000000,40651864,339988
Okja,2017,"['Adventure', 'Drama', 'Science Fiction']",7.35,4429,50000000,0,387426
The Killing of a Sacred Deer,2017,"['Drama', 'Thriller', 'Mystery']",7.011,4273,3000000,10700000,399057
Death Note,2017,"['Crime', 'Fantasy', 'Horror']",4.265,4051,40000000,0,351460
A Cure for Wellness,2017,"['Horror', 'Mystery', 'Science Fiction']",6.341,4043,40000000,26620002,340837
Downsizing,2017,"['Drama', 'Science Fiction', 'Comedy']",5.387,3977,68000000,55003890,301337
Molly's Game,2017,"['Drama', 'Crime']",7.2,3884,30000000,59284015,396371
Jigsaw,2017,"['Horror', 'Mystery']",6.218,3843,10000000,104223315,298250
Gerald's Game,2017,"['Horror', 'Thriller']",6.402,3819,0,0,343674
The Babysitter,2017,"['Comedy', 'Horror']",6.173,3782,0,0,419479
"Everything, Everything",2017,"['Drama', 'Romance']",7.242,3723,10000000,61621140,417678
Logan Lucky,2017,"['Comedy', 'Crime', 'Action', 'Drama']",6.73,3699,29000000,48453605,399170
The Disaster Artist,2017,"['Comedy', 'Drama']",7.105,3639,10000000,29820616,371638
Phantom Thread,2017,"['Drama', 'Romance']",7.31,3637,35000000,47756590,400617
To the Bone,2017,['Drama'],7.2,3558,0,0,401104
Before I Fall,2017,"['Drama', 'Fantasy']",6.963,3483,5000000,16373843,397837
A Dog's Purpose,2017,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']",7.639,3448,22000000,205000000,381289
Pitch Perfect 3,2017,"['Comedy', 'Music']",6.511,3398,45000000,185400345,353616
The Ritual,2017,"['Horror', 'Mystery']",6.267,3263,1000000,1786396,433808
T2 Trainspotting,2017,"['Drama', 'Comedy', 'Crime']",6.945,3247,18000000,41681746,180863
The Emoji Movie,2017,"['Animation', 'Family', 'Comedy']",5.417,3224,50000000,216909830,378236
American Assassin,2017,"['Action', 'Adventure', 'Thriller']",6.411,3149,33000000,67200000,415842
The Lost City of Z,2017,"['Adventure', 'Drama', 'History']",6.395,3005,30000000,8574339,314095
Ferdinand,2017,"['Animation', 'Family', 'Adventure', 'Comedy']",7.224,2997,111000000,295038508,364689
Good Time,2017,"['Crime', 'Thriller', 'Drama']",7.2,2991,2000000,3283369,429200
The Florida Project,2017,['Drama'],7.428,2967,2000000,11303040,394117
You Were Never Really Here,2017,"['Crime', 'Drama', 'Thriller']",6.5,2932,17000000,9400000,398181
